Feature,CV_Accuracy
PL_AAIndex1_399,0.3451266638042078
PL_AAIndex1_407,0.34510519536281664
PL_AAIndex1_408,0.34215328467153283
PL_QSO_SW_1,0.3421318162301417
PL_AAIndex1_119,0.34066122799484755
PL_CTDC_9,0.3392657793044225
PL_CTDC_31,0.3392335766423358
PL_AAIndex1_234,0.33777372262773725
PL_AAIndex1_506,0.33630313439244314
PL_CTDT_24,0.3362924001717475
PL_AAIndex1_65,0.3348540145985402
PL_AAIndex1_388,0.33484328037784455
PL_AAIndex1_126,0.33484328037784455
PL_AAIndex1_171,0.33481107771575785
PL_AAIndex1_316,0.33337269214255044
PL_AAIndex1_512,0.33337269214255044
PL_CTDT_17,0.33334048948046374
PL_AAIndex1_128,0.3319128381279519
PL_AAIndex1_85,0.33190210390725633
AF1,0.33189136968656074
PL_AAIndex1_67,0.33188063546586516
PL_AAIndex1_100,0.33185916702447404
PL_AAIndex1_212,0.33045298411335333
T2,0.3304315156719622
PL_AAIndex1_529,0.3304315156719622
PL_AAIndex1_510,0.3304315156719622
PL_AAIndex1_251,0.3304315156719622
PL_AAIndex1_86,0.33042078145126663
PL_CTDC_26,0.33042078145126663
PL_CTDC_37,0.33042078145126663
PL_CTDC_15,0.33042078145126663
ST2,0.33038857878917993
PL_AAIndex1_367,0.3303885787891799
PL_AAIndex1_69,0.3289716616573637
PL_AAIndex1_247,0.3289609274366681
PL_AAIndex1_66,0.3289609274366681
PL_AAIndex1_113,0.3289609274366681
PL_AAIndex1_481,0.32893945899527693
PL_AAIndex1_33,0.3275010734220696
PL_AAIndex1_516,0.327490339201374
PL_AAIndex1_359,0.327490339201374
PL_AAIndex1_483,0.3274796049806784
D.1,0.32745813653928724
PL_CTDC_32,0.32745813653928724
PL_AAIndex1_88,0.32745813653928724
PL_AAIndex1_460,0.3274474023185917
PL_AAIndex1_402,0.32744740231859165
PL_AAIndex1_209,0.326041219407471
PL_AAIndex1_127,0.32603048518677546
PL_AAIndex1_319,0.3260304851867754
PL_AAIndex1_130,0.3260197509660799
PL_AAIndex1_313,0.3260090167453843
PL_CTDT_8,0.32599828252468865
PL_AAIndex1_24,0.3259875483039932
PL_AAIndex1_129,0.3245384285100902
PL_AAIndex1_317,0.3245384285100902
PL_AAIndex1_355,0.3245384285100902
PL_AAIndex1_152,0.3245384285100902
PL_AAIndex1_114,0.3245276942893946
PL_CTDT_32,0.3245276942893946
PL_QSO_SW_3,0.32448475740661226
PL_CTDC_6,0.32310004293688277
PL_AAIndex1_354,0.32308930871618724
PL_AAIndex1_511,0.3230893087161872
Gravy,0.32307857449549165
PL_AAIndex1_507,0.32307857449549165
PL_AAIndex1_515,0.32307857449549165
PL_AAIndex1_150,0.32307857449549165
PL_AAIndex1_205,0.3230785744954916
PL_AAIndex1_70,0.32306784027479607
PL_AAIndex1_461,0.3230463718334049
PL_CTDC_36,0.32162945470158866
PL_AAIndex1_387,0.32159725203950196
PL_AAIndex1_463,0.32159725203950196
PL_AAIndex1_489,0.32159725203950196
PL_AAIndex1_140,0.32158651781880637
PL_AAIndex1_464,0.32015886646629454
SV2,0.32015886646629454
PL_AAIndex1_110,0.320148132245599
PL_AAIndex1_233,0.32013739802490343
PL_QSO_SW_17,0.32012666380420784
PL_AAIndex1_435,0.32012666380420784
KF3,0.3201159295835122
E,0.3201159295835122
PL_AAIndex1_326,0.3186453413482181
C,0.3186453413482181
PL_AAIndex1_381,0.3172391584370975
PL_AAIndex1_446,0.3172284242164019
KF4,0.31720695577501073
PL_AAIndex1_508,0.31720695577501073
PL_AAIndex1_445,0.31720695577501073
PL_AAIndex1_240,0.31720695577501073
PL_AAIndex1_452,0.31719622155431515
PL_CTDD_15,0.3171854873336196
PL_AAIndex1_102,0.31717475311292403
PL_AAIndex1_244,0.3157685702018034
PL_CTDT_36,0.3157578359811078
PL_AAIndex1_241,0.3157471017604122
PL_AAIndex1_10,0.3157363675397166
PL_AAIndex1_208,0.3157363675397166
SVGER8,0.3157363675397166
PL_AAIndex1_386,0.3157148990983255
PL_AAIndex1_466,0.31429798196650915
PP1,0.3142657793044225
PL_AAIndex1_513,0.3142657793044225
VSTPV3,0.3142657793044225
PL_AAIndex1_198,0.3142657793044225
PL_AAIndex1_514,0.314255045083727
PL_AAIndex1_448,0.314255045083727
PL_CTDD_155,0.3142550450837269
PL_CTDD_190,0.3142550450837269
PL_CTDD_70,0.3142550450837269
PL_CTDD_40,0.3142550450837269
PL_CTDD_120,0.3142550450837269
PL_AAIndex1_380,0.3142550450837269
PL_CTDD_20,0.3142550450837269
PL_CTDD_165,0.3142550450837269
PL_CTDD_115,0.3142550450837269
PL_CTDD_85,0.3142550450837269
PL_CTDD_95,0.3142550450837269
PL_CTDD_145,0.3142550450837269
PL_CTDD_55,0.3142550450837269
PL_CTDD_5,0.3142550450837269
PL_AAIndex1_34,0.31425504508372687
PL_AAIndex1_467,0.31424431086303134
PL_AAIndex1_224,0.3142443108630313
VSTPV5,0.31423357664233575
PL_AAIndex1_356,0.3142228424216402
PL_AAIndex1_274,0.31422284242164017
PD2,0.312805925289824
PL_AAIndex1_242,0.31279519106912834
PL_AAIndex1_403,0.3127737226277373
PL_AAIndex1_302,0.3127737226277372
PL_AAIndex1_405,0.31276298840704164
PL_AAIndex1_419,0.31276298840704164
PL_AAIndex1_278,0.31136753971661657
PL_AAIndex1_465,0.31136753971661657
PL_AAIndex1_298,0.311356805495921
T4,0.311356805495921
PL_AAIndex1_27,0.3113246028338343
PL_CTDT_10,0.3113246028338343
PL_AAIndex1_447,0.31132460283383423
PL_AAIndex1_29,0.31127093173035636
PL_CTDC_12,0.30989695148132246
PL_AAIndex1_243,0.30988621726062693
PL_AAIndex1_279,0.3098862172606269
PL_AAIndex1_169,0.30986474881923576
PL_AAIndex1_325,0.3098647488192357
MSWHIM1,0.3098432803778446
PL_AAIndex1_56,0.309832546157149
GD.1,0.30981107771575783
PL_AAIndex1_138,0.30838342636324606
PL_CKSAAP_260,0.308383426363246
PL_CKSAAP_343,0.308383426363246
PL_AAIndex1_293,0.308383426363246
PL_AAIndex1_476,0.308383426363246
PL_AAIndex1_91,0.30836195792185483
PL_AAIndex1_122,0.3083512237011593
PL_CKSAAP_342,0.3083512237011593
PL_AAIndex1_342,0.3083512237011593
PL_AAIndex1_420,0.30695577501073423
PL_AAIndex1_183,0.30693430656934306
PL_AAIndex1_488,0.306934306569343
PL_AAIndex1_9,0.306934306569343
PL_AAIndex1_76,0.3069128381279519
D,0.3068913696865607
PL_AAIndex1_147,0.3068913696865607
PL_AAIndex1_404,0.30688063546586514
ProtFP4,0.3068699012451696
PL_CTDT_37,0.305463718334049
PL_AAIndex1_528,0.3054637183340489
PL_AAIndex1_530,0.3054637183340489
VHSE4,0.3054637183340489
PL_AAIndex1_146,0.3054529841133533
BLOSUM1,0.3054422498926578
PL_AAIndex1_527,0.3054422498926578
BLOSUM2,0.3054315156719622
PL_CKSAAP_163,0.30542078145126667
PL_AAIndex1_163,0.3054207814512666
PL_CTDC_30,0.3040360669815372
PL_AAIndex1_99,0.30398239587805925
PL_AAIndex1_421,0.30397166165736367
PL_AAIndex1_2,0.30397166165736367
PL_AAIndex1_486,0.30397166165736367
PL_AAIndex1_210,0.30397166165736367
PL_AAIndex1_38,0.30396092743666814
PL_AAIndex1_12,0.3039609274366681
PL_AAIndex1_217,0.3039394589952769
PL_AAIndex1_213,0.3025225418634607
PL_AAIndex1_353,0.30252254186346067
PL_CTDD_90,0.30251180764276514
PL_AAIndex1_412,0.30251180764276514
PRIN1,0.3025118076427651
PL_AAIndex1_449,0.30250107342206956
VHSE1,0.30250107342206956
MSWHIM2,0.30249033920137397
PL_AAIndex1_68,0.30249033920137397
PL_AAIndex1_168,0.3024903392013739
PL_AAIndex1_19,0.3024796049806784
PL_PAAC_13,0.30246887075998286
PL_CKSAAP_329,0.30245813653928727
DD.1,0.3024581365392872
PL_AAIndex1_393,0.3010734220695578
PL_AAIndex1_320,0.30106268784886214
H.1,0.3010412194074711
PL_AAIndex1_87,0.3010412194074711
E2,0.30104121940747103
PL_AAIndex1_186,0.301041219407471
PL_CKSAAP_194,0.30103048518677544
PL_AAIndex1_40,0.30103048518677544
PL_AAIndex1_526,0.30103048518677544
PL_AAIndex1_433,0.30103048518677544
VHSE7,0.30103048518677544
PL_AAIndex1_301,0.30101975096607986
SVGER5,0.30101975096607986
PL_AAIndex1_343,0.30101975096607986
PL_AAIndex1_225,0.30101975096607986
PL_AAIndex1_166,0.3010197509660798
PL_CKSAAP_47,0.30100901674538433
PL_APAAC_13,0.30099828252468874
PL_AAIndex1_454,0.3009982825246887
PL_CTDT_30,0.29961356805495926
PL_CKSAAP_110,0.29960283383426356
PL_AAIndex1_333,0.29958136539287245
PL_CKSAAP_307,0.29958136539287245
PL_AAIndex1_167,0.2995706311721769
PL_CTDC_3,0.29957063117217686
PL_CTDC_11,0.29957063117217686
PL_AAIndex1_277,0.29957063117217686
PL_AAIndex1_450,0.29957063117217686
PL_CKSAAP_353,0.29955989695148133
PL_AAIndex1_197,0.29955989695148133
PL_AAIndex1_484,0.29955989695148133
PL_AAIndex1_501,0.29955989695148133
PL_AAIndex1_438,0.29954916273078575
PL_AAIndex1_57,0.2995491627307857
PL_CKSAAP_153,0.299516960068699
PL_AAIndex1_309,0.299516960068699
GS.1,0.2995062258480034
PL_CTDT_16,0.2981322455989695
PL_CKSAAP_60,0.2981215113782739
PL_AAIndex1_112,0.2981215113782739
PL_CKSAAP_77,0.2981107771575784
PL_AAIndex1_509,0.29811077715757833
ProtFP1,0.2980893087161872
PL_AAIndex1_182,0.2980893087161872
PL_AAIndex1_416,0.2980893087161872
PL_AAIndex1_214,0.29808930871618716
PL_AAIndex1_275,0.29807857449549163
PL_CKSAAP_182,0.29805710605410046
VHSE6,0.2966616573636754
PL_CKSAAP_283,0.2966509231429798
PL_AAIndex1_479,0.2966294547015887
PL_AAIndex1_55,0.2966294547015887
VHSE5,0.29662945470158864
PL_AAIndex1_73,0.2966187204808931
PL_AAIndex1_339,0.2966079862601975
PL_CKSAAP_57,0.29660798626019746
PL_CTDT_5,0.29660798626019746
Turn,0.29519106912838133
GG.1,0.2951910691283813
PL_APAAC_14,0.29516960068699016
PL_AAIndex1_253,0.2951696006869901
PL_AAIndex1_502,0.2951696006869901
PL_AAIndex1_125,0.2951696006869901
PL_AAIndex1_160,0.2951696006869901
PL_AAIndex1_246,0.2951588664662945
PL_AAIndex1_231,0.295148132245599
PL_CKSAAP_322,0.295148132245599
PL_AAIndex1_230,0.295148132245599
PL_AAIndex1_396,0.2951373980249034
ProtFP5,0.2951373980249034
PL_AAIndex1_11,0.29513739802490335
DG.1,0.29513739802490335
PL_CKSAAP_372,0.29508372692142554
PL_CKSAAP_76,0.29507299270072995
PL_QSO_SW_9,0.29373121511378275
PL_AAIndex1_406,0.29372048089308717
PL_CTDC_8,0.2937097466723916
PL_AAIndex1_179,0.2937097466723916
PL_AAIndex1_173,0.2937097466723916
PL_AAIndex1_75,0.2937097466723916
PL_AAIndex1_180,0.293699012451696
V,0.293699012451696
PL_CTDD_151,0.29368827823100047
PL_AAIndex1_3,0.2936882782310004
VHSE2,0.2936882782310004
E1,0.2936775440103049
PL_AAIndex1_177,0.2936775440103049
PL_APAAC_2,0.2936775440103049
PL_PAAC_2,0.2936668097896093
PL_CKSAAP_143,0.2936668097896093
PL_CKSAAP_67,0.29366680978960924
PL_CKSAAP_368,0.29366680978960924
PL_CTDC_4,0.2922606268784886
PL_AAIndex1_199,0.2922498926577931
PL_AAIndex1_361,0.29224989265779305
PL_CKSAAP_116,0.2922284242164019
PL_AAIndex1_137,0.2922284242164019
PL_AAIndex1_54,0.2922284242164019
PL_AAIndex1_519,0.2922284242164019
Z2,0.2922176899957063
SVGER4,0.2922176899957063
PL_CKSAAP_74,0.2922176899957063
PL_AAIndex1_401,0.2921962215543151
PL_CKSAAP_79,0.2921854873336196
E5,0.2921854873336196
Z1,0.29076857020180336
PL_PAAC_14,0.29076857020180336
PL_AAIndex1_494,0.29076857020180336
PL_AAIndex1_518,0.29076857020180336
F1,0.2907578359811077
PL_AAIndex1_178,0.29073636753971666
PL_CTD_245,0.29073636753971666
PL_AAIndex1_389,0.2907363675397166
PL_CKSAAP_242,0.2907148990983255
PL_QSO_SW_2,0.2907041648776299
PL_CKSAAP_107,0.2907041648776299
SVGER6,0.28933018462859594
PL_CTDC_14,0.28930871618720483
PL_CTDC_24,0.28930871618720483
PL_CTDC_0,0.2893087161872048
PL_CTDC_17,0.28929798196650924
PL_AAIndex1_35,0.28929798196650924
PL_CKSAAP_148,0.2892979819665092
PL_AAIndex1_457,0.2892979819665092
PL_AAIndex1_478,0.28928724774581366
PL_AAIndex1_383,0.28928724774581366
PL_AAIndex1_220,0.28928724774581366
PL_CTDC_34,0.2892872477458136
PL_CTDD_150,0.2892765135251181
ProtFP2,0.2892765135251181
PL_CKSAAP_49,0.2892765135251181
PL_AAIndex1_223,0.2892765135251181
PL_AAIndex1_297,0.2892765135251181
PL_AAIndex1_522,0.289276513525118
PL_APAAC_6,0.28926577930442254
PL_AAIndex1_124,0.2892657793044225
PL_CKSAAP_40,0.2892550450837269
PL_PAAC_6,0.2892443108630314
PL_CTDC_33,0.2892443108630314
PL_CKSAAP_69,0.2892335766423358
PL_CKSAAP_183,0.2892335766423358
KF8,0.287881064834693
PL_CKSAAP_160,0.28787033061399747
PL_AAIndex1_379,0.28785959639330183
PL_AAIndex1_371,0.28785959639330183
PL_CKSAAP_7,0.2878381279519107
PL_CKSAAP_287,0.28783812795191066
PL_CTD_7,0.28782739373121513
PL_CKSAAP_396,0.28782739373121513
PL_AAIndex1_370,0.2878166595105195
PL_AAIndex1_304,0.28780592528982396
PL_CTD_130,0.28780592528982396
PL_AAIndex1_101,0.28780592528982396
PL_CKSAAP_15,0.2877951910691284
PL_PAAC_19,0.2877951910691284
PL_AAIndex1_536,0.2877951910691284
IsoelectricPoint,0.2877844568484328
PL_CKSAAP_56,0.2877844568484328
PL_AAIndex1_96,0.2877844568484328
PL_QSO_SW_18,0.28777372262773715
PL_AAIndex1_307,0.2863890081580077
PL_AAIndex1_472,0.28637827393731213
PL_CKSAAP_168,0.28636753971661666
PL_AAIndex1_485,0.28636753971661655
G.1,0.28636753971661655
PL_AAIndex1_256,0.286356805495921
GGG,0.28634607127522543
PL_PAAC_7,0.2863460712752254
PL_APAAC_7,0.2863460712752254
PL_CKSAAP_52,0.2863460712752254
PL_CTD_249,0.2863460712752254
PL_AAIndex1_218,0.2863460712752254
PL_AAIndex1_185,0.28633533705452985
PL_CKSAAP_165,0.28633533705452985
PL_CKSAAP_196,0.28633533705452985
PL_APAAC_10,0.2863246028338343
PL_APAAC_19,0.28632460283383426
PL_CKSAAP_43,0.2863138686131387
F6,0.2863031343924431
PL_AAIndex1_194,0.28492915414340914
PL_CKSAAP_380,0.2849184199227136
PL_AAIndex1_430,0.284907685702018
PL_AAIndex1_148,0.28489695148132244
PL_CTDT_14,0.28489695148132244
PL_CKSAAP_169,0.2848862172606269
BLOSUM8,0.2848862172606269
PL_AAIndex1_482,0.2848862172606269
PL_QSO_SW_16,0.28488621726062685
PL_CKSAAP_305,0.28487548303993127
PL_CKSAAP_288,0.28487548303993127
PL_AAIndex1_184,0.28486474881923574
PL_AAIndex1_276,0.28486474881923574
PL_APAAC_8,0.28486474881923574
PL_AAIndex1_520,0.2848647488192357
PL_AAIndex1_523,0.2848647488192357
PL_SOCN_SW_2,0.2848540145985402
PL_CKSAAP_102,0.28485401459854015
PL_CTD_109,0.28485401459854015
PL_CKSAAP_13,0.2848218119364534
PL_CKSAAP_333,0.2848218119364534
PL_AAIndex1_190,0.2834263632460283
PL_CKSAAP_8,0.28341562902533274
PL_AAIndex1_524,0.28340489480463715
PL_CKSAAP_140,0.28340489480463715
PL_PAAC_12,0.2833941605839416
PL_APAAC_12,0.2833941605839416
PL_PAAC_8,0.2833941605839416
PL_CTDT_25,0.28339416058394157
PL_CKSAAP_152,0.28339416058394157
PL_CKSAAP_42,0.28339416058394157
PL_SOCN_SW_1,0.28338342636324604
PL_AAIndex1_443,0.28338342636324604
PL_AAIndex1_364,0.28338342636324604
PL_AAIndex1_517,0.28338342636324604
PL_CKSAAP_145,0.28338342636324604
PL_CTD_138,0.28334048948046375
PL_AAIndex1_72,0.2820416487762988
K,0.2820094461142121
PL_CTDT_38,0.2819879776728209
PL_CTDT_15,0.2819772434521254
PL_AAIndex1_53,0.2819772434521254
PL_CTD_278,0.2819665092314298
PL_AAIndex1_521,0.2819557750107342
ST4,0.2819557750107342
PL_AAIndex1_45,0.2819557750107342
PL_CKSAAP_154,0.2819557750107342
PL_CKSAAP_108,0.2819557750107342
PL_CKSAAP_208,0.2819450407900387
PL_AAIndex1_542,0.2819450407900387
ST5,0.2819450407900386
PL_AAIndex1_80,0.2819450407900386
PL_AAIndex1_390,0.2819450407900386
PL_AAIndex1_191,0.2819450407900386
PL_AAIndex1_525,0.28193430656934304
PL_APAAC_0,0.2819235723486475
PL_SOCN_SW_0,0.2819235723486475
PL_AAIndex1_299,0.28192357234864746
PL_PAAC_0,0.28192357234864746
PL_PAAC_10,0.2819235723486474
PL_CKSAAP_177,0.28190210390725634
PL_CTD_115,0.28188063546586517
MSWHIM3,0.28050665521683127
PL_CKSAAP_178,0.28050665521683127
PL_CKSAAP_65,0.2805066552168312
PL_CKSAAP_83,0.2805066552168312
PL_CTD_102,0.2804959209961357
PL_AAIndex1_192,0.2804959209961357
PL_AAIndex1_314,0.2804851867754401
PL_CKSAAP_64,0.28047445255474457
PL_AAIndex1_477,0.2804744525547445
PL_CKSAAP_268,0.2804744525547445
BLOSUM5,0.28046371833404893
PL_CTD_269,0.28046371833404893
PL_CTD_284,0.28046371833404893
PL_CTDD_146,0.28046371833404893
PL_CKSAAP_397,0.28046371833404893
PL_CKSAAP_265,0.28046371833404893
PL_CKSAAP_289,0.28046371833404893
PL_CTDD_116,0.28046371833404893
PL_AAIndex1_365,0.28045298411335334
PL_AAIndex1_162,0.28045298411335334
PL_CKSAAP_267,0.28045298411335334
PL_CKSAAP_243,0.28045298411335334
PL_ATC_bonds_1,0.2804529841133533
PL_ATC_bonds_0,0.2804529841133533
PL_APAAC_3,0.2804422498926578
PL_PAAC_3,0.2804422498926578
PL_CKSAAP_44,0.28044224989265776
Z4,0.28043151567196223
PL_CKSAAP_9,0.2804100472305711
PL_PAAC_15,0.280410047230571
PL_AAIndex1_39,0.27903606698153716
PL_CKSAAP_332,0.27902533276084157
PL_AAIndex1_239,0.2790253327608415
PL_CTD_262,0.279014598540146
PL_QSO_SW_15,0.27900386431945046
PL_AAIndex1_37,0.27900386431945046
PL_CKSAAP_214,0.27900386431945046
PL_CTD_197,0.2790038643194504
PL_AAIndex1_351,0.2790038643194504
PL_CKSAAP_297,0.2790038643194504
PL_AAIndex1_418,0.2790038643194504
PL_AAIndex1_238,0.2790038643194504
PL_CKSAAP_117,0.2790038643194504
PL_AAIndex1_181,0.2789931300987548
PL_AAIndex1_552,0.2789931300987548
Flexibility,0.2789931300987548
PL_AAIndex1_172,0.2789931300987548
PL_ATC_bonds_2,0.2789931300987548
MolecularWeight,0.2789823958780592
PL_CTDD_134,0.2789823958780592
PL_AAIndex1_83,0.2789716616573637
PL_CKSAAP_186,0.2789609274366681
PL_CKSAAP_2,0.2789609274366681
ProtFP6,0.2789501932159725
PL_APAAC_15,0.2789501932159725
PL_CKSAAP_309,0.2789179905538858
PL_CKSAAP_73,0.27757621296693863
PL_CKSAAP_382,0.2775762129669386
PL_AAIndex1_245,0.2775762129669386
PL_AAIndex1_287,0.27756547874624304
PL_CKSAAP_170,0.27755474452554746
PL_CTD_66,0.27755474452554746
PL_CTD_30,0.2775547445255474
PL_CTD_280,0.2775440103048519
PL_AAIndex1_283,0.2775440103048519
PL_AAIndex1_120,0.2775440103048519
PL_AAIndex1_392,0.2775440103048518
PL_CKSAAP_109,0.27753327608415634
PL_CKSAAP_256,0.2775332760841563
PL_AAIndex1_44,0.2775332760841563
PL_AAIndex1_492,0.2775332760841563
PL_AAIndex1_193,0.2775332760841563
PL_AAIndex1_95,0.2775332760841563
PL_AAIndex1_424,0.2775332760841563
PL_AAIndex1_151,0.2775332760841563
PL_CKSAAP_292,0.2775332760841563
PL_AAIndex1_107,0.2775225418634607
PL_CKSAAP_320,0.2775225418634607
PL_CKSAAP_142,0.2775225418634607
GGS,0.2775225418634607
PL_Entropy_0,0.2775118076427651
PL_CKSAAP_336,0.27751180764276506
PL_AAIndex1_145,0.27750107342206953
PL_AAIndex1_417,0.27750107342206953
PL_CKSAAP_70,0.277490339201374
PL_CTD_285,0.277490339201374
PL_CKSAAP_308,0.27611635895234005
PL_CKSAAP_345,0.2761056247316445
PL_CTD_234,0.27608415629025335
PL_CKSAAP_162,0.2760841562902533
PL_AAIndex1_221,0.2760841562902533
SV4,0.27607342206955776
PL_CKSAAP_220,0.27607342206955776
PL_CTDD_65,0.27607342206955776
PL_AAIndex1_196,0.2760734220695577
PL_CKSAAP_354,0.2760626878488622
PL_QSO_SW_4,0.2760626878488622
PL_PAAC_9,0.2760626878488622
PL_AAIndex1_499,0.2760626878488622
PL_CTDT_2,0.2760519536281666
PL_CKSAAP_282,0.2760519536281666
PL_CKSAAP_104,0.2760519536281666
PL_CTD_1,0.276041219407471
PL_CTD_117,0.276041219407471
PL_CKSAAP_205,0.2760304851867754
PL_CTD_82,0.2760304851867754
