Feature,ReliefF_score
PL_AAIndex1_433,0.39211799984297263
PL_AAIndex1_387,0.390403567039302
PL_AAIndex1_110,0.3889171427992341
PL_AAIndex1_66,0.38699020428309644
PL_AAIndex1_435,0.38405250916385847
PL_AAIndex1_70,0.3792426026689422
PL_AAIndex1_183,0.3783558753285763
PL_CTDT_32,0.37807872694262656
PL_AAIndex1_516,0.37682612768749923
F1,0.37466180782965075
PL_AAIndex1_489,0.37393047777113486
Gravy,0.37236156593674646
PL_AAIndex1_150,0.37236156593674646
PL_AAIndex1_452,0.3720102163629964
PL_AAIndex1_445,0.3719457562904511
PL_AAIndex1_483,0.3714926405904729
BLOSUM1,0.3698558756143113
PL_AAIndex1_515,0.36951844201245454
PL_AAIndex1_424,0.3694871980112621
PL_AAIndex1_29,0.3687334215720151
Flexibility,0.3686515342794249
PL_CTDC_6,0.3681090157162147
PL_AAIndex1_446,0.36780469078024075
PL_AAIndex1_355,0.3675362523913752
PL_AAIndex1_488,0.3672700512344487
PL_AAIndex1_447,0.36703246923083505
PL_AAIndex1_396,0.36699345439728753
PL_AAIndex1_177,0.36606662984783567
PL_AAIndex1_514,0.3658589886776722
PL_AAIndex1_242,0.3646738298085728
PL_AAIndex1_129,0.364372091839641
PL_AAIndex1_76,0.36320894424556255
PL_AAIndex1_214,0.3629021535517718
PL_AAIndex1_448,0.3628988437794952
PL_AAIndex1_209,0.3628050596320667
PL_AAIndex1_389,0.3620195458832866
PL_AAIndex1_182,0.36191448535895415
PL_AAIndex1_353,0.36176830873748217
AF1,0.3616040880512899
PL_AAIndex1_247,0.3613232482451748
PL_AAIndex1_527,0.36111579746398886
PL_AAIndex1_114,0.36088671207464607
VHSE1,0.36086741479486156
ProtFP1,0.3608097547208049
PL_AAIndex1_528,0.3605463574961483
PL_AAIndex1_65,0.35987782518572015
PL_AAIndex1_476,0.35987693768299567
PL_AAIndex1_251,0.35977054887166926
PL_AAIndex1_529,0.35968925799436086
PL_AAIndex1_88,0.3596391614305496
D.1,0.3596391614305496
PL_CTDC_32,0.3596391614305496
PL_AAIndex1_210,0.359530203450813
PL_AAIndex1_481,0.35891772551660467
PL_AAIndex1_526,0.3587705702310901
PL_AAIndex1_9,0.3586937795071101
PL_AAIndex1_326,0.3583388870080371
PRIN1,0.35811708922642255
PL_AAIndex1_127,0.3578747656546801
PL_AAIndex1_298,0.35783442247399744
PL_AAIndex1_238,0.3577352783496936
PL_AAIndex1_10,0.3572531534349408
PL_AAIndex1_509,0.3569119056335593
PL_AAIndex1_438,0.35684135946376005
PL_AAIndex1_501,0.3564353130332517
E1,0.35618036134066383
PL_AAIndex1_56,0.355709153846088
PL_AAIndex1_383,0.35407521065872233
PL_AAIndex1_460,0.3537002038897236
PL_AAIndex1_478,0.35311398423130064
VHSE5,0.35287855408758984
PL_ATC_atoms_3,0.352712165921326
PL_AAIndex1_147,0.3522510511302287
PL_AAIndex1_518,0.35197908749818585
PL_AAIndex1_241,0.3518852228566568
PL_AAIndex1_461,0.35164814012033296
PL_AAIndex1_297,0.35148749597666545
PL_AAIndex1_34,0.3510406192787946
PL_AAIndex1_184,0.3509421137026655
PL_AAIndex1_320,0.3500414826971992
Z1,0.3498706188078795
PL_AAIndex1_530,0.34974796820471904
PL_AAIndex1_3,0.3494452172685768
PL_AAIndex1_55,0.3492864647979278
PL_AAIndex1_152,0.34898692305317663
PL_AAIndex1_522,0.34796294986797155
PL_AAIndex1_148,0.34788625479359103
PD2,0.3476844901050873
PL_AAIndex1_484,0.34767801760719513
PL_CTDC_3,0.3473672153482562
PL_CTDC_11,0.3473672153482562
PL_AAIndex1_525,0.3470652745241575
PL_AAIndex1_524,0.3470567701407099
PL_AAIndex1_425,0.34607200163263674
PL_AAIndex1_519,0.34493266925747107
PL_AAIndex1_313,0.3442254152514868
PL_AAIndex1_275,0.3436437916497527
PL_AAIndex1_102,0.3434882815537509
PL_AAIndex1_217,0.3431865114649316
PL_AAIndex1_437,0.34282719159699476
PL_AAIndex1_486,0.3427556567328919
PL_AAIndex1_57,0.3426633108393375
PL_AAIndex1_482,0.34182808038312273
PL_AAIndex1_179,0.3414470405800468
PL_AAIndex1_220,0.34141425125499425
PL_AAIndex1_523,0.34138583801196537
MSWHIM2,0.34117106203863995
PL_AAIndex1_507,0.34065299179211395
PL_AAIndex1_426,0.3402886683636926
PL_AAIndex1_386,0.3400434961532793
PL_AAIndex1_513,0.3399485064160745
PL_AAIndex1_169,0.3395994684584399
PL_AAIndex1_181,0.33925948613554047
PL_AAIndex1_354,0.3392309404306446
PL_AAIndex1_520,0.33891533504905297
PL_AAIndex1_463,0.3388728147141395
PL_AAIndex1_212,0.3376837876349102
PL_AAIndex1_240,0.33705639783238783
PL_AAIndex1_54,0.3370149469786209
PL_AAIndex1_140,0.33675124475472235
PL_AAIndex1_142,0.3366307494374094
DG.1,0.3364387376811668
PL_AAIndex1_68,0.33615725899947313
PL_AAIndex1_364,0.3361354934585667
KF4,0.3359839777855656
PL_AAIndex1_508,0.3359839777855656
PL_AAIndex1_67,0.33579319686246334
PL_AAIndex1_218,0.3357267544713163
PL_AAIndex1_485,0.3355803457420447
PL_AAIndex1_449,0.335441480728007
PL_AAIndex1_101,0.33472559928691586
PL_AAIndex1_86,0.3342531764076662
PL_AAIndex1_2,0.3341467633735483
PL_AAIndex1_517,0.3341285637172647
PL_AAIndex1_130,0.33375630596695166
PL_CTDC_0,0.3334067611369659
PL_AAIndex1_239,0.33302427760783804
PL_APAAC_20,0.33298585742495695
PL_AAIndex1_7,0.33217306006552527
PL_AAIndex1_401,0.3321171192908964
PL_AAIndex1_380,0.3319132234975341
PL_AAIndex1_521,0.33071335595419604
PL_AAIndex1_100,0.3289635121259661
PL_AAIndex1_399,0.32893911398655673
PL_AAIndex1_510,0.32890314397302833
PL_AAIndex1_39,0.3284895981415432
PL_AAIndex1_180,0.3283620702408852
PL_CTDC_26,0.32790325001566295
PL_AAIndex1_233,0.32778257849196685
GD.1,0.32648356737129614
PL_AAIndex1_40,0.32568930275852476
PL_AAIndex1_278,0.3254099373855533
PL_AAIndex1_427,0.325275074247346
PL_AAIndex1_502,0.3249641796990363
PL_AAIndex1_367,0.3241736036411514
PL_CTDC_17,0.32365782625245554
PL_AAIndex1_178,0.32335664221142496
PL_QSO_Grantham_3,0.3227353220304886
PL_AAIndex1_407,0.32269521747639773
PL_AAIndex1_197,0.32232541784783814
PL_AAIndex1_402,0.3214460703845216
PL_AAIndex1_112,0.3213635197143902
PL_AAIndex1_146,0.3213400245973686
PL_AAIndex1_193,0.32094332088627814
PL_AAIndex1_405,0.32034047881830563
PL_AAIndex1_208,0.3201633994154819
PL_AAIndex1_126,0.31942759256773967
PL_CTDC_31,0.3192377134431361
E,0.3192222324199847
PL_AAIndex1_499,0.3179573762378614
PL_AAIndex1_14,0.31766367256769246
PL_AAIndex1_128,0.3174446025454388
PL_AAIndex1_287,0.3169484713585432
PL_AAIndex1_511,0.3166652403127192
PL_AAIndex1_388,0.31621002791790104
PL_CTDC_37,0.3161626029869399
PL_CTDC_15,0.3161626029869399
PL_CTDT_5,0.31592259246613374
PL_AAIndex1_35,0.31519057516298493
PL_AAIndex1_19,0.31512952337243216
PL_AAIndex1_138,0.315107385628258
PL_AAIndex1_166,0.31500696533201866
PL_AAIndex1_343,0.3144761098502386
PL_AAIndex1_296,0.3143950954140719
PL_AAIndex1_113,0.3143868400668088
PL_AAIndex1_186,0.3135102027102299
PL_AAIndex1_53,0.31294964260263913
PL_AAIndex1_168,0.3129356032617884
PL_AAIndex1_512,0.31247296330535496
PL_AAIndex1_211,0.3121753421750193
PL_AAIndex1_404,0.3115026278683278
PL_APAAC_24,0.30973743262471554
PL_AAIndex1_171,0.3096583857036045
PL_AAIndex1_120,0.3093647195588621
PL_AAIndex1_119,0.30901264992569916
PL_AAIndex1_454,0.3088645678539443
PL_AAIndex1_191,0.3084357221016358
PL_AAIndex1_319,0.3081362719606683
PL_AAIndex1_276,0.30802871704976403
PL_AAIndex1_408,0.30797142315791104
PL_AAIndex1_506,0.307927184857459
PL_CTDC_8,0.30791003968555775
PL_AAIndex1_105,0.3078448822818635
PL_AAIndex1_38,0.30741676167931214
IsoelectricPoint,0.3071945697158554
PL_AAIndex1_58,0.30669623450051015
PL_AAIndex1_342,0.3064110345460655
PL_AAIndex1_12,0.30622200198878524
PL_AAIndex1_11,0.3061544926636791
PL_QSO_SW_1,0.30555306169200686
PL_AAIndex1_46,0.3052399859997529
PL_ATC_atoms_1,0.3048235033943964
PL_AAIndex1_141,0.3046945321004604
PL_AAIndex1_122,0.304516543930921
PL_AAIndex1_477,0.3040205425055509
PL_AAIndex1_199,0.30400657572969236
PL_AAIndex1_52,0.30399627411007457
GF.1,0.3039782425231093
PL_AAIndex1_5,0.30377445109365303
PL_QSO_Grantham_1,0.3035727878525796
PL_AAIndex1_274,0.30312685933387284
PL_AAIndex1_362,0.302928071226361
PL_CTDT_15,0.30287778680434246
PL_AAIndex1_443,0.30256297271831833
PL_AAIndex1_13,0.30193663688442474
PL_AAIndex1_33,0.3011646405716281
PL_AAIndex1_288,0.2989010538911741
PL_CTDC_9,0.2982499180399472
PL_AAIndex1_164,0.2981037900181687
PL_CTDT_36,0.29789523006618307
PL_AAIndex1_103,0.2978651736887611
PL_CTDC_14,0.29784186610753244
PL_CTDC_24,0.29784186610753244
PL_AAIndex1_91,0.2968723035057025
PL_AAIndex1_246,0.2968026281762561
PL_CTDD_5,0.295831080068956
PL_CTDD_155,0.295831080068956
PL_CTDD_20,0.295831080068956
PL_CTDD_55,0.295831080068956
PL_CTDD_165,0.295831080068956
PL_CTDD_115,0.295831080068956
PL_CTDD_95,0.295831080068956
PL_CTDD_190,0.295831080068956
PL_CTDD_145,0.295831080068956
PL_AAIndex1_107,0.29559465281432257
PL_AAIndex1_163,0.2944119340268927
PL_AAIndex1_161,0.2940648673927221
PL_AAIndex1_254,0.29396570608522576
PL_CTDC_36,0.2939607318101578
PL_AAIndex1_314,0.29351648816837517
PP1,0.2932039785699476
GGF,0.293056089974309
PL_AAIndex1_374,0.29281969626613874
PL_AAIndex1_462,0.2927269898654092
PL_AAIndex1_277,0.29269785959540384
PL_AAIndex1_450,0.29248150991226285
PL_AAIndex1_325,0.29208040547825664
PL_AAIndex1_316,0.29086429720660134
T4,0.289964004715161
PL_AAIndex1_289,0.28994993735010016
PL_APAAC_22,0.289183329147982
PL_AAIndex1_224,0.2888002203345182
PL_AAIndex1_403,0.2887765149615904
PL_AAIndex1_339,0.2886758950286329
PL_AAIndex1_125,0.28806088605661556
PL_AAIndex1_190,0.28767524682213186
PL_AAIndex1_205,0.28719102106355154
PL_AAIndex1_331,0.28669535868545143
C,0.2861052054346837
PL_AAIndex1_106,0.28578143160096886
PL_AAIndex1_243,0.2857639915595229
PL_AAIndex1_225,0.28559629604269493
PL_AAIndex1_36,0.2855631195515375
PL_AAIndex1_327,0.28466676236975874
PL_AAIndex1_293,0.2844042905913534
PL_CTDD_120,0.2841182129618221
PL_CTDD_85,0.2841182129618221
PL_CTDD_70,0.2841182129618221
PL_CTDD_40,0.2841182129618221
PL_AAIndex1_245,0.2840118944281403
PL_AAIndex1_44,0.2832830103573852
PL_AAIndex1_194,0.2830560379284681
PL_AAIndex1_198,0.28269838788318297
MSWHIM1,0.2825459213619242
PL_AAIndex1_358,0.28253463481931046
PL_AAIndex1_192,0.2822105851763401
PL_AAIndex1_151,0.28193222647449756
PL_APAAC_21,0.2814233863813793
PL_AAIndex1_430,0.28122061491138206
PL_AAIndex1_290,0.28047109524926433
VHSE7,0.2804380180537568
PL_AAIndex1_381,0.2801085703497034
PL_AAIndex1_494,0.28004184283835715
PL_CTDC_12,0.28003551599462406
Turn,0.2787214966405421
PL_AAIndex1_379,0.2782910282163402
PL_AAIndex1_291,0.2780968028947367
PL_AAIndex1_270,0.27808332600219976
PL_AAIndex1_95,0.2777771802507599
FGG,0.27699059063499953
PL_CTDT_9,0.27641289184164686
SVGER4,0.27621100118984243
PL_AAIndex1_351,0.2761624018461036
PL_CTDC_2,0.27609640211975967
PL_AAIndex1_167,0.27593873391486495
PL_QSO_SW_4,0.2755149058560675
PL_AAIndex1_373,0.27538580820141545
VSTPV5,0.2751475784368358
F6,0.27491424599746744
PL_CTDT_17,0.2742834358794937
PL_AAIndex1_360,0.274070799272366
PL_AAIndex1_226,0.27359575711818523
PL_AAIndex1_267,0.2732085939889165
SVGER8,0.27276420874104007
PL_AAIndex1_357,0.27110698828847835
PL_QSO_SW_3,0.2705830189333077
PL_AAIndex1_1,0.2704852180301708
PL_AAIndex1_356,0.2703743895622157
PL_AAIndex1_131,0.2700496976881001
BLOSUM2,0.26945777090030854
PL_AAIndex1_160,0.26911586734497267
PL_AAIndex1_253,0.26911586734497267
PL_AAIndex1_418,0.2682412315051568
PL_AAIndex1_50,0.2679946369949892
PL_AAIndex1_271,0.26739414586945665
PL_AAIndex1_268,0.26738738703051396
ProtFP4,0.26721115678860896
PL_QSO_Grantham_2,0.26696381132842195
PL_AAIndex1_234,0.2665413995494473
PL_AAIndex1_467,0.26623289183322835
PL_AAIndex1_244,0.26601980740227305
PL_AAIndex1_248,0.2656625944402031
VHSE4,0.26565072347216406
PL_CTDT_8,0.2648422983132765
PL_AAIndex1_382,0.26461412354983566
PL_AAIndex1_6,0.2645171619317656
PL_AAIndex1_60,0.26447986211210955
D,0.2644272792329077
PL_AAIndex1_75,0.26442093257649996
PL_CTDT_38,0.2639426186269787
PL_CTDC_20,0.26389678936847216
PL_CTDT_26,0.263270345009707
PL_AAIndex1_231,0.262256023533182
PL_AAIndex1_173,0.26082341064369546
PL_AAIndex1_85,0.2607441863428652
PL_AAIndex1_23,0.26029901579097864
PL_AAIndex1_145,0.2602642086509641
PL_AAIndex1_227,0.26009778928158644
PL_AAIndex1_420,0.2587053539134623
PL_Geary_0,0.25805215608851034
PL_AAIndex1_174,0.25782876122360837
PL_AAIndex1_421,0.25742042697396017
PL_AAIndex1_397,0.2574008152321746
ST2,0.25717578545659736
PL_CTDT_24,0.2571591319089459
PL_AAIndex1_221,0.25710898861442055
PL_AAIndex1_352,0.2570809112107704
PL_AAIndex1_309,0.25665309498819283
PL_Moran_0,0.2565380182929672
PL_AAIndex1_414,0.2560009624055073
PL_AAIndex1_256,0.2551364484591433
GFG,0.25475316866372694
PL_CTDT_25,0.2537290936689103
FG.1,0.25342587616182255
PL_AAIndex1_299,0.2532414172571241
PL_AAIndex1_292,0.253026936006088
PP2,0.2523640113150583
PL_AAIndex1_500,0.2523433705172822
PL_CKSAAP_343,0.2519317970371631
PL_AAIndex1_157,0.2516674357132288
PL_AAIndex1_393,0.2514219377429158
PL_AAIndex1_255,0.2512085117946868
SVGER9,0.25097917967121075
SV3,0.24877232155809134
PL_AAIndex1_336,0.24862195972090168
ST5,0.24856240944949695
PL_AAIndex1_406,0.24821445725734276
PL_AAIndex1_371,0.24794111715109565
PL_QSO_SW_9,0.24772554854177414
PL_QSO_Grantham_4,0.24700322529461644
PL_PAAC_20,0.2461410906352143
KF3,0.2461133868091772
PL_CTDT_16,0.24608749743227035
PL_MoreauBroto_0,0.24598624975928352
PL_APAAC_25,0.24555377361948183
Aromaticity,0.24545398109748126
F.1,0.24545398109748126
PL_CTDT_10,0.2449712549525738
PL_AAIndex1_340,0.24441387308510984
PL_AAIndex1_347,0.2436191304013587
PL_AAIndex1_272,0.2434033135952269
GDG,0.24309333687872348
PL_CTDT_2,0.24280181728245445
VSTPV3,0.24241517972217452
PL_CKSAAP_3,0.24173625815694721
PL_AAIndex1_45,0.24148204807816265
PL_AAIndex1_304,0.2410528503194985
PL_AAIndex1_398,0.24081033647135303
Sheet,0.24031220749002785
PL_CTDC_35,0.24031220749002785
PL_AAIndex1_317,0.24013673713951195
PL_AAIndex1_282,0.23990146545766114
F,0.23978686544646954
PL_AAIndex1_346,0.2388821790655404
PL_AAIndex1_464,0.23867174314805592
PL_AAIndex1_350,0.23844389043524725
PL_AAIndex1_329,0.23816830226554753
PL_AAIndex1_465,0.23781637580827972
PL_AAIndex1_345,0.23684591108324496
SVGER5,0.2367231494278689
DF.1,0.23657244955461082
PL_AAIndex1_237,0.2365061871783579
PL_ATC_atoms_0,0.23644084684403457
Z4,0.2358556813417508
PL_AAIndex1_301,0.23585026151858463
PL_AAIndex1_307,0.23560519829850363
PL_AAIndex1_392,0.23545106909726887
PL_AAIndex1_302,0.23510094862239747
PL_AAIndex1_294,0.23489073765657087
PL_AAIndex1_195,0.2344763653123865
PL_AAIndex1_236,0.23418467733740753
PL_AAIndex1_27,0.23347589145711833
GGD,0.23326436935920045
SV1,0.23317809848459434
DGG,0.23295433683770703
PL_AAIndex1_187,0.2327469851699838
PL_AAIndex1_48,0.23187838971460742
PL_AAIndex1_97,0.23180734060824948
PL_AAIndex1_215,0.23161929112154744
PL_AAIndex1_311,0.23128284074233438
PL_AAIndex1_335,0.23102238306524048
PL_AAIndex1_139,0.22962712825069773
PL_AAIndex1_219,0.22955692168750716
PL_AAIndex1_47,0.2293055953840811
PL_APAAC_23,0.22916791547553522
PL_AAIndex1_104,0.22870018078192975
PL_AAIndex1_269,0.22773393561414973
PL_AAIndex1_349,0.22761340421124648
PL_CTDD_18,0.22746625655724195
PL_CTDC_5,0.22726740335607362
PL_AAIndex1_4,0.22595501046311256
PL_CKSAAP_214,0.22569506741851844
PL_CTDD_48,0.22493060380290025
PL_CKSAAP_58,0.2244263833228251
PL_CTDT_0,0.22374426225344768
PL_AAIndex1_410,0.22341274997740646
PL_AAIndex1_444,0.22324965908616493
PL_QSO_SW_17,0.2229672739803353
DD.1,0.22291483023619255
PL_AAIndex1_419,0.22214456216167652
KF1,0.22211371206308209
PL_CTDC_18,0.22179952181044255
PL_CKSAAP_131,0.22136225397530807
PL_AAIndex1_265,0.22131604200799768
DFG,0.2212990324874897
PL_AAIndex1_49,0.2211517820248444
PL_AAIndex1_158,0.22112377966463298
PL_AAIndex1_323,0.22107036342343978
FD.1,0.2210137983982419
PL_AAIndex1_228,0.22096974082413362
PL_AAIndex1_359,0.22085569714875425
PL_AAIndex1_165,0.2204307985644832
PL_CKSAAP_47,0.2202049559090059
PL_AAIndex1_77,0.22013313400656748
G,0.21956871453830332
F3,0.21940983877452905
PL_CKSAAP_32,0.21926375989301733
PL_CTDD_151,0.21919108068509288
PL_AAIndex1_434,0.21796118516470492
PL_AAIndex1_263,0.21791157026852964
PL_AAIndex1_344,0.2177577054277926
PL_AAIndex1_283,0.2174701975981729
PL_AAIndex1_109,0.21745954352424196
PL_AAIndex1_266,0.217278185502558
PL_CKSAAP_128,0.21702995733868133
PL_PAAC_21,0.2169018992900806
FFG,0.2164882800360981
PL_AAIndex1_69,0.2163199852761204
PL_AAIndex1_457,0.2159196249652881
PL_AAIndex1_370,0.21574553166614377
PL_AAIndex1_143,0.21488975453600742
PL_CKSAAP_50,0.21478217049409173
PL_ATC_atoms_4,0.2145628236499051
PL_AAIndex1_257,0.21447164964798007
PL_AAIndex1_496,0.2142624553623038
PL_AAIndex1_466,0.21413288729032245
PL_CTDD_47,0.21382658266500335
PL_CKSAAP_242,0.21342432094627767
PL_AAIndex1_72,0.2134136775194305
AF2,0.213163889239608
T3,0.21311942305995973
DGD,0.2129575207612765
PL_CTDC_34,0.2125194586282773
SVGER3,0.21210027691886774
PL_AAIndex1_99,0.21203113550588348
VHSE2,0.21197152885243592
PL_AAIndex1_121,0.21164084057027555
PL_AAIndex1_552,0.2115248519754762
PL_AAIndex1_0,0.21141197110551113
PL_CKSAAP_372,0.211241610809015
PL_AAIndex1_90,0.21115443583047613
PL_AAIndex1_84,0.21115082550854142
PL_PAAC_22,0.21095326329182432
PL_CKSAAP_37,0.21070325383188737
PL_AAIndex1_61,0.2105329574152519
PL_AAIndex1_16,0.2105163833125729
PL_AAIndex1_235,0.21048081873376492
Z2,0.21047503270720994
ST3,0.21033382199676257
PL_AAIndex1_83,0.20991443229056156
GDD,0.20971469287361613
SV2,0.20959118883617134
PL_CKSAAP_46,0.20933294980737083
T2,0.20932963627871487
PL_CKSAAP_52,0.20915985904618328
PL_CKSAAP_342,0.20914663671272832
F2,0.20898381474478522
PL_AAIndex1_43,0.2089505254338931
PL_AAIndex1_472,0.2087427728639381
SVGER1,0.20867312968036758
PL_AAIndex1_264,0.20860155371991354
PL_CTDD_183,0.20858452671845154
PL_AAIndex1_260,0.20839123319437478
DDG,0.20792796254996956
PL_QSO_SW_7,0.20780973251495258
PL_CTDD_63,0.20778923710302696
PL_AAIndex1_415,0.20750229524133126
PL_QSO_Grantham_5,0.20738437042091773
ST4,0.20722579479688763
PL_CTDD_17,0.20710434694802815
PL_AAIndex1_262,0.20700913665807663
PL_CKSAAP_281,0.2069049272247549
DGH,0.20684043505764932
PL_AAIndex1_64,0.2066912606175628
PL_AAIndex1_137,0.20599553706045767
PL_AAIndex1_149,0.2056680416959563
PL_AAIndex1_322,0.20547743786678652
PL_AAIndex1_321,0.20547743786678652
PL_CTDD_3,0.20471036988789387
PL_CTDC_10,0.20461174466636622
PL_AAIndex1_73,0.2045589382114926
PL_AAIndex1_261,0.2044737952767951
PL_AAIndex1_487,0.20441065619244198
VSTPV4,0.20420024879799578
PL_AAIndex1_536,0.20403940924040512
PL_AAIndex1_118,0.2040347249824099
VHSE6,0.20364777152796373
